,PCON17NM,OBJECTID,PCON17CD,BNG_E,BNG_N,LONG,LAT,Shape__Are,Shape__Len,geometry,uri,election > label,electorate,majority,result of election,turnout,party_colour,party_colour_rgb
10,Barking,11,E14000540,546099,184533,0.10534,51.5408,20425729.9886398,24198.0240127874,"POLYGON ((548715.0782 181810.1302, 547624.1 182201.300000001, 546442.6 181588.800000001, 545847.3 181607.199999999, 545641.2421 181760.1172, 545258.7986 182833.8036, 545248.0256000001 182836.555, 545222.4989 182935.3989, 544453.3318 183039.517999999, 543874.2962 183187.4024, 543522.4959 184862.502900001, 544188.1032 184839.0996, 545188.6001 185492.9025, 545408.801 185159.097999999, 546518.0008 185865.9957, 546601.3007 186386.5966, 547093.5968000001 186537.003599999, 546978.1989 187037.100400001, 547679.6969 187443.304199999, 548205.402 187517.6029, 548172.2981 186877.896, 548981.1963 186873.7972, 548933.2018 186438.501800001, 548604.397 186569.804199999, 548794.1983 186248.496200001, 548252.2999 185896.4969, 549604.1024 185773.202199999, 549988.8994 184978.7996, 548518.6979 184638.9969, 549104.897 183684.100199999, 548715.0782 181810.1302))",http://data.parliament.uk/resources/1223077,2019 General Election,77953.0,15427.0,Lab Hold,44499.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
11,Barnsley Central,12,E14000541,433719,408537,-1.4922,53.5724,48630597.0297546,43335.321827543,"POLYGON ((438152.8989 412143.104499999, 437625.0006 411253.099300001, 437875.0981 409516.7963, 436741.196 408007.398399999, 438463.6965 407991.902799999, 439503.0029 407147.204600001, 439148.1025 406725.0954, 438350.9041 406767.103399999, 437307.4998 406247.702099999, 436536.298 406466.1995, 435634.0987 405429.5962, 435608.9018 404891.600199999, 435216.1978 405165.2019, 434849.2019 404754.499500001, 433783.503 404954.702199999, 433286.5979 404024.998299999, 432734.8961 404797.597100001, 433373.7977 405372.102700001, 433031.6029 405987.996400001, 433388.6965 406428.9002, 432723.4025 406405.796800001, 432509.5009 407221.103399999, 432093.1006 407081.703299999, 431974.8004 407511.4003, 431539.1974 407300.8006, 431338.1993 407721.4002, 430488.8013 407488.3969, 430222.5023 407840.0962, 430510.1972 408697.7008, 429317.4007 408810.998299999, 429514.2021 409159.998400001, 429295.4029 409613.1987, 428285.1026 410115.4049, 428191.8015 411384.601600001, 428919.5023 412259.801100001, 429370.804 412239.4969, 431139.7984 410830.200300001, 431310.702 411263.7962, 431951.302 411566.899499999, 432503.2017 411252.599400001, 433094.9002 411587.4036, 433416.202 411316.0013, 433507.1038 411963.7958, 433741.6016 411918.5988, 433709.6025 411275.7028, 434268.898 411043.3993, 436641.3978 413049.595000001, 437204.6015 412422.4046, 437617.7038 412634.9037, 438152.8989 412143.104499999))",http://data.parliament.uk/resources/1223078,2019 General Election,65277.0,3571.0,Lab Hold,36903.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
12,Barnsley East,13,E14000542,439730,404883,-1.4019,53.5391,87005965.8363647,52283.4174431513,"POLYGON ((443213.9978 409834.895199999, 444333.2978 407566.204600001, 444407.8991 406846.6006, 444031.3966 406173.803200001, 444646.0989 405574.8047, 444575.6036 403972.5033, 442612.1 403001.4013, 443622.7961 402159.802200001, 441273.5968 402160.202099999, 440137.6995 401124.0987, 439523.2033 401068.3046, 438897.9968 399690.799000001, 438055.599 398943.203, 437182.7026 399520.5977, 436447.8038 398827.696, 436571.1994 397990.295700001, 436259.0991 397360.096100001, 433896.4026 401590.595100001, 434418.0017 403457.8007, 433286.5979 404024.998299999, 433783.503 404954.702199999, 434849.2019 404754.499500001, 435216.1978 405165.2019, 435608.9018 404891.600199999, 435634.0987 405429.5962, 436536.298 406466.1995, 437307.4998 406247.702099999, 438350.9041 406767.103399999, 439148.1025 406725.0954, 439503.0029 407147.204600001, 438463.6965 407991.902799999, 436741.196 408007.398399999, 437875.0981 409516.7963, 437625.0006 411253.099300001, 438152.8989 412143.104499999, 439793.5012 411509.595899999, 441347.2994 412389.504000001, 442288.9019 411756.0953, 442815.1017 410855.903000001, 442871.9019 409838.1043, 443037.504 409581.097899999, 443213.9978 409834.895199999))",http://data.parliament.uk/resources/1223079,2019 General Election,69504.0,3217.0,Lab Hold,38070.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
13,Barrow and Furness,14,E14000543,325384,484663,-3.1467,54.2522,280873498.232056,164854.667035571,"MULTIPOLYGON (((321518 463881.300000001, 321485.9 463795.300000001, 321364.8 463977, 321518 463881.300000001)), ((323255.1 464033, 323273.1 463515.300000001, 323068.6 463703.199999999, 323255.1 464033)), ((318634.8 468642.1, 318816.9 467725.199999999, 318178.5 467766.199999999, 318506.9 467634.6, 318250.2 467440, 318524.1 467269.6, 318501.8 467540.800000001, 318795.3 467562.300000001, 318541.8 467168.300000001, 319055.8 466312.300000001, 319642.3 466540.199999999, 319423.2 466053.699999999, 319999.9821 465755.322000001, 320220.2 465641.4, 319999.9775 465477.3585, 319853.3 465368.1, 320000.0109 464374.0243, 320033.9 464144.4, 320895 463915.6, 321160.2 462483.9, 321786.9 462081.300000001, 322946.8 462790.4, 323221.6 462008.1, 323317.7 462780.300000001, 323289.5 461869.6, 321807.9 461581.6, 320892.4 461960.300000001, 320000.0102 463561.401000001, 317443.4 468148.4, 316696 472528.800000001, 317059.8 473227.800000001, 317988 473712.699999999, 318325.5 473492.9, 317502.9 473175.800000001, 317468 472151.6, 317734.7 472142.800000001, 317700.7 472080, 318025.3 471769.4, 317803.3 471767.199999999, 318089.3 471413.1, 317846.8 471398, 318117.1 471386, 318355.7 470710.199999999, 318634.8 468642.1)), ((327057.0987 490409.201099999, 325693.8026 487509.201199999, 326449.9984 485635.497500001, 326116.0982 484250.504000001, 327699.9991 484543.5001, 328196.4013 485712.4955, 327363.6006 486398.2992, 328586.1041 487276.297900001, 329396.9976 487353.3958, 329317.8038 486633.6018, 329721.5974 485731.300100001, 330645.9018 484947.804400001, 330918.401 484247.604800001, 330705.2002 483846.6996, 331513.1008 482755.0021, 331526.7983 482125.535399999, 331431.3 481080.300000001, 332567.2 480482.1, 332765.4677 480000.0353, 332325.4 479385, 332638.0308 480000.0098, 332645.6 480014.9, 332613.6418 480000.009099999, 332349 479876.699999999, 331945.5 478685.9, 331393.8 478637.300000001, 331266.5 478042.300000001, 331365.7 477479.699999999, 330947 477583.6, 331196 477336.9, 330788.5 476596.300000001, 330703.9 477236.800000001, 330743.1 476384.1, 330962.7 475769.5, 330828.5 474540.4, 329697.1 473664.699999999, 329035.9 471702.5, 328172.7 470797.699999999, 327896 469912, 325408.1 467392.199999999, 324944.5 467015.1, 323897.6 465883, 323397.3 465731, 324660.3 464139.1, 324726.6 464421.9, 324785.3 463816.4, 323456.4 465490.1, 323327.4 464820.6, 323019.7 464968.699999999, 323312 465911.6, 322467.5 466708.4, 322588.6 467294.6, 322218.8 468069.9, 321726.2 468116, 320370.9 467319.9, 320282.2 466666.1, 320000.009 467042.8796, 319063.8 468292.9, 318916.4 469175.800000001, 318839.4 471028.699999999, 319070.5 473076.9, 319270.2 474052.1, 319090.7 474329.6, 318492.1 473941.699999999, 318065.1 475495.9, 318751 475850.1, 319904.7 475760.300000001, 319999.9816 475845.014599999, 320653.1 476425.699999999, 320801.6 477244.1, 320292 477581.199999999, 320825.1 477334.800000001, 320552.1 477543.6, 321029.3 478898.9, 320977.2 479728.699999999, 321539.5 479980.6, 321175.7 479880.800000001, 321233.5882 479999.9717, 321518.4 480586.300000001, 321717.8 480152.4, 321527.2 480873.6, 321925.9 481133.300000001, 322583.208 482639.1022, 323209.5 483230.5, 322702.9 482913.300000001, 322028.5 482115.300000001, 321883.4 483109.199999999, 321078.6 484218.300000001, 321243 484930.5, 321138.3 484692.199999999, 320857.2 485388.699999999, 320059.3683 485605.423900001, 320075.4887 485634.9674, 320528.7 485911.300000001, 320116.3 485669.1, 320127.7521 485730.749399999, 320351.4977 486140.8029, 320371.2529 487041.5693, 320526.5 487877.300000001, 320413.8 487499.699999999, 320298.5449 487538.2357, 319509.1988 489417.295, 320020.7966 491707.999299999, 319467.2974 491999.2959, 319326.0018 492704.804, 320875.9991 494068.8035, 320882.9991 495067.0978, 321644.3975 495940.097899999, 322458.4984 496081.297499999, 322839.7005 497624.4957, 323383.8004 498404.102600001, 323364.9027 499460.600099999, 323957.6978 499917.6993, 324091.9027 501104.2996, 324847.7027 501919.5963, 327721.6012 502747.1994, 326983.5033 501360.396299999, 327314.4024 499947.2009, 327077.8021 498547.9014, 326310.3023 498117.004699999, 326087.999 496595.8002, 325427.8005 495708.904100001, 326458.3012 493194.4038, 326062.3981 492068.6961, 326601.9961 491909.001800001, 327057.0987 490409.201099999)))",http://data.parliament.uk/resources/1223080,2019 General Election,70158.0,5789.0,Con Gain,46046.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
14,Basildon and Billericay,15,E14000544,569070,192467,0.44009,51.6057,60574840.8691483,35669.0702548477,"POLYGON ((572773.3013000001 194590.6982, 573200.7995 193987.6009, 573181.0031 192235.102499999, 573600.8003999999 192133.1017, 573263.0991 191696.5967, 572412.5964 191600.0043, 572468.3 191101.8969, 573221.1977 191168.9977, 572933.5028 189178.5974, 572348.1035 189069.898600001, 572309.4012 188241.095799999, 571447.9984 188447.4967, 568448.7997 188145.5032, 566940.5967 188444.797499999, 565233.498 187905.901799999, 565072.9007 190035.302200001, 565397.8963 190148.0999, 564536.9963999999 193376.3958, 565150.9979 193885.3002, 565288.3029 195872.701300001, 565800.2965000001 196675.701400001, 566357.5966 196850.3014, 566289.0967 197421.298, 568472.1992 197328.3046, 569114.102 197031.899499999, 569413.8017 196476.998299999, 569147.0987 195957.8969, 569457.7973 194818.503, 570438.0032 194507.901900001, 571851.7013 194775.895199999, 572773.3013000001 194590.6982))",http://data.parliament.uk/resources/1223081,2019 General Election,69906.0,20412.0,Con Hold,44128.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
15,Basingstoke,16,E14000545,465234,151979,-1.0664,51.2632,59250731.2510529,43522.9430666058,"POLYGON ((460629.9002 147773.7994, 459677.1998 147336.204700001, 459963.5013 148241.295600001, 459362.5023 148772.3036, 460053.8012 150680.1975, 459260.5027 150776.799799999, 459213.1018 151474.4002, 459244.8041 152123.5044, 460533.804 152274.801000001, 461109.202 153604.2005, 460484.4985 153541.498500001, 460689.8995 154603.904300001, 461328.4959 154240.1985, 461785.0992 154578.8015, 462218.0968 154189.8029, 463298.2987 154940.2981, 464964.8977 154684.3013, 464877.599 155810.198999999, 465278.9026 156172.895199999, 465863.799 156273.896299999, 465917.3012 156045.1018, 466004.0969 156634.802999999, 466909.5036 156346.695499999, 466678.8975 155290.297900001, 468970.7029 155155.796399999, 469502.8969 155847.8983, 469813.6037 154928.501399999, 471107.3033 154658.198799999, 470943.6966 154179.4958, 471382.004 153382.6039, 471210.4985 151878.204600001, 470336.1015 149952.195900001, 469540.0986 150354.900599999, 468192.4021 150034.3024, 464899.201 150529.1007, 464910.2989 151082.202400001, 460629.9002 147773.7994))",http://data.parliament.uk/resources/1223082,2019 General Election,82928.0,14198.0,Con Hold,54713.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
16,Bassetlaw,17,E14000546,469769,385125,-0.9531,53.3584,479588647.086975,131419.527253487,"POLYGON ((479948.5977 396038.304500001, 479169.2993 394750.903000001, 478445.5973 394420.0977, 478631.9027 392890.9954, 479611.0037 391812.804, 480612.0036 391620.2991, 480665.2007 390408.096100001, 481410.1997 389592.2996, 481421.1986 388798.596799999, 480546.4966 388346.7961, 481573.3035 387463.499, 480860.8973 387094.604599999, 480540.8982 385873.2042, 481242.1984 385621.1963, 481650.4031 385981.903100001, 482720.1998 384831.602399999, 482329.1035 383948.7951, 482878.8018 383248.295600001, 482247.7001 382172.603499999, 482681.3985 381576.804, 483352.596 381547.5024, 483118.4032 381091.0031, 479672.0996 381149.1964, 479659.0972 381725.3015, 476357.6016 381294.105, 475199.0963 381482.0012, 475230.9964 381114.296399999, 473205.3003 380647.699999999, 472804.3018 379391.999399999, 473101.0992 378759.500499999, 471120.8005 379066.002699999, 470275.7971 378577.9025, 468708.9964 378323.0954, 468533.4014 376936.202400001, 468859.0978 376444.403200001, 470255.5967 375830.4989, 470009.8032 375267.6, 469582.404 375060.3993, 469047.2995 375310.797700001, 468868.8022 374900.495100001, 467734.2983 374619.9954, 467221.4967 374738.4015, 466914.3022 375340.4992, 465974.3982 374543.997199999, 464966.8023 374199.8956, 463337.8998 373215.397500001, 461997.3023 371941.202199999, 459948.3964 371325.5984, 459410.703 370744.004899999, 458701.0011 370781.5042, 458594.3018 370089.102399999, 457489.8016 370197.3014, 455442.8992 369418.904200001, 453368.7964 369079.201400001, 452886.8973 369249.602700001, 453360.6997 371241.702400001, 452609.6984 372581.4989, 453298.5979 374096.295299999, 455145.302 374556.2037, 454682.1027 375092.4002, 455676.2015 375952.1041, 454755.3024 376996.0952, 455315.9006 377837.4044, 454964.9001 379000.9014, 454260.4998 378864.600400001, 453416.7002 379685.195499999, 453895.4002 380530.603499999, 455087.0012 380811.403100001, 455039.6003 381287.796800001, 456977.9977 382972.3046, 457442.4997 383063.6984, 457282.9 383658.698100001, 456231.0034 383448.2983, 455831.3983 384764.8015, 456633.4036 384503.496300001, 457434.8977 384679.695800001, 457289.9001 385584.9967, 456899.9005 385568.4014, 456918.6992 386134.7993, 457940.8971 386873.697799999, 457875.1016 388413.097200001, 457650.5968 388479.098300001, 458423.8021 389409.901799999, 458906.1959 389290.495999999, 458861.4994 390420.8025, 459370.4011 390251.101, 460000.0022 391711.303099999, 460763.0991 392469.1961, 461293.5039 392171.701300001, 461200.2028 392622.102299999, 462841.9016 392470.595699999, 464482.3967 393122.999, 464520.0024 392479.903100001, 465592.7014 392617.003799999, 465708.1982 393341.896299999, 466817.1012 393817.000299999, 466683.8033 394563.796499999, 467450.899 396543.999700001, 467405.9964 397691.601199999, 469557.001 399141.396199999, 470701.1021 401171.595100001, 473075.6962 398163.0963, 471779.3995 397069.699200001, 472053.5972 396493.904100001, 474874.1007 396669.2039, 474986.2005 397208.6994, 479948.5977 396038.304500001))",http://data.parliament.uk/resources/1223083,2019 General Election,80024.0,14013.0,Con Gain,50841.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
17,Bath,18,E14000547,374693,164413,-2.3649,51.3782,28992419.7525978,28724.589299798,"POLYGON ((374536.3985 167756.0996, 374155.7983 167343.997500001, 374707.096 166954.9989, 375065.6985 167221.8025, 375701.4999 166911.3014, 376420.1971 167297.400900001, 377489.7959 167262.001, 377316.6991 166768.4023, 376229.4971 165973.399900001, 376811.4005 165433.304500001, 376559.8025 164676.0012, 377592.1996 164856.6995, 377996.0014 164246.304199999, 378096.5994 163215.9992, 377895.6013 162703.195900001, 376993.8967 162779.704, 376563.3973 161990.799900001, 375937.5972 161645.798599999, 375029.7005 161970.3957, 374062.8022 161813.2007, 374043.4016 161368.597999999, 373460.7973 161461.101500001, 372995.6027 162834.6983, 372695.1032 162609.3028, 372097.6002 163058.304300001, 372307.0989 163332.4958, 371643.5034 163378.7026, 371738.6019 163969.003599999, 371274.8008 164290.2017, 371877.1025 165471.003699999, 371443.7008 166156.297499999, 371718.4015 166378.004000001, 372304.5017 166176.6017, 372163.404 167695.8968, 372845.6003 167371.499700001, 374021.9974 168086.095100001, 374536.3985 167756.0996))",http://data.parliament.uk/resources/1223084,2019 General Election,67805.0,12322.0,LD Hold,52138.0,#FAA61A,"(0.9803921568627451, 0.6509803921568628, 0.10196078431372549, 1.0)"
18,Batley and Spen,19,E14000548,420570,425305,-1.6897,53.7238,55172505.6506805,40658.925501567,"POLYGON ((421089.5966 428946.104699999, 422623.5984 427728.103399999, 423978.4021 427987.4991, 424362.5972 425957.200300001, 424952.4984 424745.797, 426133.1994 425045.5012, 427009.3031 424755.904100001, 427577.6022 424489.9003, 428408.6961 423414.2982, 427547.2026 423040.395199999, 427349.7994 423460.404999999, 426635.9007 423761.898700001, 426252.1014 423298.4013, 425186.3036 423154.8025, 424678.6964 422484.704299999, 424646.7962 422741.1009, 424507.9989 422478.3961, 423720.7027 422798.204500001, 422971.202 422626.9036, 422731.6005 423051.0022, 422089.4999 422474.997, 422142.9031 421970.501499999, 420253.5968 421937.6009, 419991.0988 422299.497300001, 419485.0994 421721.502699999, 418124.9034 421107.998299999, 418303.7965 420926.700200001, 418114.1024 420738.6041, 417785.8006 420934.2981, 417711.9001 422071.502499999, 417293.9992 422587.3049, 417530.5005 424122.195499999, 416238.1037 424951.2982, 416353.0975 425521.8049, 415267.6023 425561.8035, 415870.0029 426497.5956, 416860.1028 426483.6996, 416767.8983 427854.597200001, 417655.5039 427869.402899999, 418923.6025 429603.296599999, 419552.1977 429871.799699999, 421089.5966 428946.104699999))",http://data.parliament.uk/resources/1223085,2019 General Election,79558.0,3525.0,Lab Hold,52927.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
19,Battersea,20,E14000549,527493,175641,-0.166,51.4654,10587144.8771744,21251.302262847,"MULTIPOLYGON (((528557.0009 175915.6039, 528638.9981 175215.204399999, 528800.6013 174221.9987, 529180.0967 174081.5989, 529115.7028 173061.5009, 528451.4971 173188.4046, 528232.5000999999 174031.0034, 527630.8002000001 173607.804500001, 527042.8037 174958.097999999, 526149.5997 174741.5, 526343.1030999999 174339.1952, 525896.699 174021.0962, 525760.4987999999 174242.502900001, 525655.498 174637.6997, 524944.9963 174611.997099999, 524802.802 174902.7039, 525498.8995000001 175062.598099999, 525471.5012000001 175425.0044, 525981.1719 175677.828400001, 525939.7912 175643.9574, 526043.508 175485.2071, 526648.7 176201.1, 526889.2 177130.4, 527432 177413.1, 530046.8 177893.4, 530069.6301 177918.171399999, 530193.7033000001 177832.295299999, 529645.0027 176576.4048, 528557.0009 175915.6039)), ((529497.904 177923.405099999, 529375.5 177850.1, 529082.5407 177869.1459, 529497.904 177923.405099999)))",http://data.parliament.uk/resources/1223086,2019 General Election,79350.0,5668.0,Lab Hold,59977.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
