uri,constituency > label,election > label,electorate,majority,result of election,turnout
http://data.parliament.uk/resources/1223286,Haltemprice and Howden,2019 General Election,71083,20329,Con Hold,49779
http://data.parliament.uk/resources/1223287,Halton,2019 General Election,71930,18975,Lab Hold,46203
http://data.parliament.uk/resources/1223288,Hammersmith,2019 General Election,74759,17847,Lab Hold,51966
http://data.parliament.uk/resources/1223289,Hampstead and Kilburn,2019 General Election,86571,14188,Lab Hold,57385
http://data.parliament.uk/resources/1223290,Harborough,2019 General Election,80151,17278,Con Hold,57319
http://data.parliament.uk/resources/1223291,Harlow,2019 General Election,68078,14063,Con Hold,43354
http://data.parliament.uk/resources/1223292,Harrogate and Knaresborough,2019 General Election,77941,9675,Con Hold,56937
http://data.parliament.uk/resources/1223293,Harrow East,2019 General Election,72106,8170,Con Hold,49491
http://data.parliament.uk/resources/1223294,Harrow West,2019 General Election,72464,8692,Lab Hold,47922
http://data.parliament.uk/resources/1223295,Hartlepool,2019 General Election,70855,3595,Lab Hold,41037
http://data.parliament.uk/resources/1223296,Harwich and North Essex,2019 General Election,74153,20182,Con Hold,51963
http://data.parliament.uk/resources/1223297,Hastings and Rye,2019 General Election,80524,4043,Con Hold,54274
http://data.parliament.uk/resources/1223298,Havant,2019 General Election,72103,21792,Con Hold,45959
http://data.parliament.uk/resources/1223299,Hayes and Harlington,2019 General Election,72357,9261,Lab Hold,43994
http://data.parliament.uk/resources/1223300,Hazel Grove,2019 General Election,63346,4423,Con Hold,44269
http://data.parliament.uk/resources/1223301,Hemel Hempstead,2019 General Election,74035,14563,Con Hold,51271
http://data.parliament.uk/resources/1223302,Hemsworth,2019 General Election,73726,1180,Lab Hold,43907
http://data.parliament.uk/resources/1223303,Hendon,2019 General Election,82661,4230,Con Hold,55075
http://data.parliament.uk/resources/1223304,Henley,2019 General Election,76646,14053,Con Hold,58759
http://data.parliament.uk/resources/1223305,Hereford and South Herefordshire,2019 General Election,72085,19686,Con Hold,49646
http://data.parliament.uk/resources/1223306,Hertford and Stortford,2019 General Election,81765,19620,Con Hold,60094
http://data.parliament.uk/resources/1223307,Hertsmere,2019 General Election,73971,21313,Con Hold,52203
http://data.parliament.uk/resources/1223308,Hexham,2019 General Election,61324,10549,Con Hold,46150
http://data.parliament.uk/resources/1223309,Heywood and Middleton,2019 General Election,80162,663,Con Gain,47488
http://data.parliament.uk/resources/1223310,High Peak,2019 General Election,74265,590,Con Gain,54173
http://data.parliament.uk/resources/1223311,Hitchin and Harpenden,2019 General Election,76323,6895,Con Hold,58871
http://data.parliament.uk/resources/1223312,Holborn and St Pancras,2019 General Election,86061,27763,Lab Hold,56786
http://data.parliament.uk/resources/1223313,Hornchurch and Upminster,2019 General Election,80765,23308,Con Hold,53974
http://data.parliament.uk/resources/1223314,Hornsey and Wood Green,2019 General Election,81814,19242,Lab Hold,61105
http://data.parliament.uk/resources/1223315,Horsham,2019 General Election,86730,21127,Con Hold,63242
http://data.parliament.uk/resources/1223316,Houghton and Sunderland South,2019 General Election,68835,3115,Lab Hold,39811
http://data.parliament.uk/resources/1223317,Hove,2019 General Election,74313,17044,Lab Hold,56391
http://data.parliament.uk/resources/1223318,Huddersfield,2019 General Election,65525,4937,Lab Hold,41882
http://data.parliament.uk/resources/1223319,Huntingdon,2019 General Election,84657,19383,Con Hold,59147
http://data.parliament.uk/resources/1223320,Hyndburn,2019 General Election,70842,2951,Con Gain,42406
http://data.parliament.uk/resources/1223321,Ilford North,2019 General Election,72973,5218,Lab Hold,50114
http://data.parliament.uk/resources/1223322,Ilford South,2019 General Election,84972,24101,Lab Hold,53477
http://data.parliament.uk/resources/1223323,Ipswich,2019 General Election,75525,5479,Con Gain,49579
http://data.parliament.uk/resources/1223324,Isle of Wight,2019 General Election,113021,23737,Con Hold,74442
http://data.parliament.uk/resources/1223325,Islington North,2019 General Election,75162,26188,Lab Hold,53805
http://data.parliament.uk/resources/1223326,Islington South and Finsbury,2019 General Election,70489,17328,Lab Hold,47816
http://data.parliament.uk/resources/1223327,Islwyn,2019 General Election,55423,5464,Lab Hold,34350
http://data.parliament.uk/resources/1223328,Jarrow,2019 General Election,65103,7120,Lab Hold,40736
http://data.parliament.uk/resources/1223329,Keighley,2019 General Election,72778,2218,Con Gain,52600
http://data.parliament.uk/resources/1223330,Kenilworth and Southam,2019 General Election,68154,20353,Con Hold,52597
http://data.parliament.uk/resources/1223331,Kensington,2019 General Election,64609,150,Con Gain,43762
http://data.parliament.uk/resources/1223332,Kettering,2019 General Election,73164,16765,Con Hold,49361
http://data.parliament.uk/resources/1223333,Kingston and Surbiton,2019 General Election,81975,10489,LD Hold,60846
http://data.parliament.uk/resources/1223334,Kingston upon Hull East,2019 General Election,65745,1239,Lab Hold,32442
http://data.parliament.uk/resources/1223335,Kingston upon Hull North,2019 General Election,65515,7593,Lab Hold,34203
http://data.parliament.uk/resources/1223336,Kingston upon Hull West and Hessle,2019 General Election,60192,2856,Lab Hold,31356
http://data.parliament.uk/resources/1223337,Kingswood,2019 General Election,68972,11220,Con Hold,49314
http://data.parliament.uk/resources/1223338,Knowsley,2019 General Election,84082,39942,Lab Hold,54938
http://data.parliament.uk/resources/1223339,Lagan Valley,2019 General Election,75735,6499,DUP Hold,45405
http://data.parliament.uk/resources/1223340,Lancaster and Fleetwood,2019 General Election,70059,2380,Lab Hold,45219
http://data.parliament.uk/resources/1223341,Leeds Central,2019 General Election,90971,19270,Lab Hold,49284
http://data.parliament.uk/resources/1223342,Leeds East,2019 General Election,67286,5531,Lab Hold,39052
http://data.parliament.uk/resources/1223343,Leeds North East,2019 General Election,70580,17089,Lab Hold,50500
http://data.parliament.uk/resources/1223344,Leeds North West,2019 General Election,67741,10749,Lab Hold,49283
http://data.parliament.uk/resources/1223345,Leeds West,2019 General Election,67727,10564,Lab Hold,40281
http://data.parliament.uk/resources/1223346,Leicester East,2019 General Election,78433,6019,Lab Hold,49421
http://data.parliament.uk/resources/1223347,Leicester South,2019 General Election,77708,22675,Lab Hold,50147
http://data.parliament.uk/resources/1223348,Leicester West,2019 General Election,64940,4212,Lab Hold,34775
http://data.parliament.uk/resources/1223349,Leigh,2019 General Election,77417,1965,Con Gain,46979
http://data.parliament.uk/resources/1223350,Lewes,2019 General Election,71503,2457,Con Hold,54851
http://data.parliament.uk/resources/1223351,Lewisham East,2019 General Election,67857,17008,Lab Hold,44815
http://data.parliament.uk/resources/1223352,Lewisham West and Penge,2019 General Election,74617,21543,Lab Hold,52100
http://data.parliament.uk/resources/1223353,"Lewisham, Deptford",2019 General Election,80631,32913,Lab Hold,55368
http://data.parliament.uk/resources/1223354,Leyton and Wanstead,2019 General Election,64852,20808,Lab Hold,44547
http://data.parliament.uk/resources/1223355,Lichfield,2019 General Election,76616,23638,Con Hold,53993
http://data.parliament.uk/resources/1223356,Lincoln,2019 General Election,74942,3514,Con Gain,50629
http://data.parliament.uk/resources/1223357,"Liverpool, Riverside",2019 General Election,80310,37043,Lab Hold,52789
http://data.parliament.uk/resources/1223358,"Liverpool, Walton",2019 General Election,62628,30520,Lab Hold,40786
http://data.parliament.uk/resources/1223359,"Liverpool, Wavertree",2019 General Election,63458,27085,Lab Hold,43377
http://data.parliament.uk/resources/1223360,"Liverpool, West Derby",2019 General Election,65640,29984,Lab Hold,43989
http://data.parliament.uk/resources/1223361,Llanelli,2019 General Election,60518,4670,Lab Hold,38233
http://data.parliament.uk/resources/1223362,Loughborough,2019 General Election,79764,7169,Con Hold,54631
http://data.parliament.uk/resources/1223363,Louth and Horncastle,2019 General Election,79634,28868,Con Hold,52332
http://data.parliament.uk/resources/1223364,Ludlow,2019 General Election,69444,23648,Con Hold,50225
http://data.parliament.uk/resources/1223365,Luton North,2019 General Election,68185,9247,Lab Hold,42589
http://data.parliament.uk/resources/1223366,Luton South,2019 General Election,69338,8756,Lab Hold,42064
http://data.parliament.uk/resources/1223367,Macclesfield,2019 General Election,76216,10711,Con Hold,53867
http://data.parliament.uk/resources/1223368,Maidenhead,2019 General Election,76668,18846,Con Hold,56492
http://data.parliament.uk/resources/1223369,Maidstone and The Weald,2019 General Election,76109,21772,Con Hold,51680
http://data.parliament.uk/resources/1223370,Makerfield,2019 General Election,74190,4740,Lab Hold,44259
http://data.parliament.uk/resources/1223371,Maldon,2019 General Election,72438,30041,Con Hold,50408
http://data.parliament.uk/resources/1223372,Manchester Central,2019 General Election,92247,29089,Lab Hold,52289
http://data.parliament.uk/resources/1223373,"Manchester, Gorton",2019 General Election,76419,30339,Lab Hold,44545
http://data.parliament.uk/resources/1223374,"Manchester, Withington",2019 General Election,76530,27905,Lab Hold,52995
http://data.parliament.uk/resources/1223375,Mansfield,2019 General Election,77131,16306,Con Hold,49273
http://data.parliament.uk/resources/1223376,Meon Valley,2019 General Election,75737,23555,Con Hold,54829
http://data.parliament.uk/resources/1223377,Meriden,2019 General Election,85368,22836,Con Hold,54161
http://data.parliament.uk/resources/1223378,Merthyr Tydfil and Rhymney,2019 General Election,56322,10606,Lab Hold,32246
http://data.parliament.uk/resources/1223379,Mid Bedfordshire,2019 General Election,87795,24664,Con Hold,64717
http://data.parliament.uk/resources/1223380,Mid Derbyshire,2019 General Election,67442,15385,Con Hold,49356
http://data.parliament.uk/resources/1223381,Mid Dorset and North Poole,2019 General Election,65427,14898,Con Hold,48930
http://data.parliament.uk/resources/1223382,Mid Norfolk,2019 General Election,82203,22594,Con Hold,56186
http://data.parliament.uk/resources/1223383,Mid Sussex,2019 General Election,85146,18197,Con Hold,62762
http://data.parliament.uk/resources/1223384,Mid Ulster,2019 General Election,70449,9537,SF Hold,44620
http://data.parliament.uk/resources/1223385,Mid Worcestershire,2019 General Election,78220,28018,Con Hold,56123
http://data.parliament.uk/resources/1223386,Middlesbrough,2019 General Election,60764,8395,Lab Hold,34097
http://data.parliament.uk/resources/1223387,Middlesbrough South and East Cleveland,2019 General Election,72348,11626,Con Hold,47817
http://data.parliament.uk/resources/1223388,Milton Keynes North,2019 General Election,91545,6255,Con Hold,62543
http://data.parliament.uk/resources/1223389,Milton Keynes South,2019 General Election,96363,6944,Con Hold,64007
http://data.parliament.uk/resources/1223390,Mitcham and Morden,2019 General Election,70021,16482,Lab Hold,45741
http://data.parliament.uk/resources/1223391,Mole Valley,2019 General Election,74665,12041,Con Hold,57110
http://data.parliament.uk/resources/1223392,Monmouth,2019 General Election,67098,9982,Con Hold,50217
http://data.parliament.uk/resources/1223393,Montgomeryshire,2019 General Election,48997,12138,Con Hold,34214
http://data.parliament.uk/resources/1223394,Morecambe and Lunesdale,2019 General Election,67397,6354,Con Hold,45310
http://data.parliament.uk/resources/1223395,Morley and Outwood,2019 General Election,78803,11267,Con Hold,51930
http://data.parliament.uk/resources/1223396,Neath,2019 General Election,56419,5637,Lab Hold,36756
http://data.parliament.uk/resources/1223397,New Forest East,2019 General Election,73549,25251,Con Hold,50786
http://data.parliament.uk/resources/1223398,New Forest West,2019 General Election,70869,24403,Con Hold,50306
http://data.parliament.uk/resources/1223399,Newark,2019 General Election,75850,21816,Con Hold,54762
http://data.parliament.uk/resources/1223400,Newbury,2019 General Election,83414,16047,Con Hold,59998
http://data.parliament.uk/resources/1223401,Newcastle upon Tyne Central,2019 General Election,57845,12278,Lab Hold,37474
http://data.parliament.uk/resources/1223402,Newcastle upon Tyne East,2019 General Election,63796,15463,Lab Hold,43365
http://data.parliament.uk/resources/1223403,Newcastle upon Tyne North,2019 General Election,68486,5765,Lab Hold,46999
http://data.parliament.uk/resources/1223404,Newcastle-under-Lyme,2019 General Election,68211,7446,Con Gain,44739
http://data.parliament.uk/resources/1223405,Newport East,2019 General Election,58554,1992,Lab Hold,36282
http://data.parliament.uk/resources/1223406,Newport West,2019 General Election,66657,902,Lab Hold,43433
http://data.parliament.uk/resources/1223407,Newry and Armagh,2019 General Election,81226,9287,SF Hold,50779
http://data.parliament.uk/resources/1223408,Newton Abbot,2019 General Election,72529,17501,Con Hold,52556
http://data.parliament.uk/resources/1223409,"Normanton, Pontefract and Castleford",2019 General Election,84527,1276,Lab Hold,48259
http://data.parliament.uk/resources/1223410,North Antrim,2019 General Election,77134,12721,DUP Hold,44051
http://data.parliament.uk/resources/1223411,North Cornwall,2019 General Election,69935,14752,Con Hold,51678
http://data.parliament.uk/resources/1223412,North Devon,2019 General Election,75859,14813,Con Hold,55581
http://data.parliament.uk/resources/1223413,North Dorset,2019 General Election,76765,24301,Con Hold,56107
http://data.parliament.uk/resources/1223414,North Down,2019 General Election,67099,2968,Alliance Gain,40643
http://data.parliament.uk/resources/1223415,North Durham,2019 General Election,66796,4742,Lab Hold,42195
http://data.parliament.uk/resources/1223416,North East Bedfordshire,2019 General Election,90678,24283,Con Hold,65018
http://data.parliament.uk/resources/1223417,North East Cambridgeshire,2019 General Election,83699,29993,Con Hold,52964
http://data.parliament.uk/resources/1223418,North East Derbyshire,2019 General Election,72345,12876,Con Hold,49217
http://data.parliament.uk/resources/1223419,North East Hampshire,2019 General Election,78954,20211,Con Hold,59270
http://data.parliament.uk/resources/1223420,North East Hertfordshire,2019 General Election,76123,18189,Con Hold,55327
http://data.parliament.uk/resources/1223421,North East Somerset,2019 General Election,73692,14729,Con Hold,56308
http://data.parliament.uk/resources/1223422,North Herefordshire,2019 General Election,70252,24856,Con Hold,51033
http://data.parliament.uk/resources/1223423,North Norfolk,2019 General Election,70729,14395,Con Gain,50823
http://data.parliament.uk/resources/1223424,North Shropshire,2019 General Election,83258,22949,Con Hold,56513
http://data.parliament.uk/resources/1223425,North Somerset,2019 General Election,80194,17536,Con Hold,62055
http://data.parliament.uk/resources/1223426,North Swindon,2019 General Election,82441,16171,Con Hold,55115
http://data.parliament.uk/resources/1223427,North Thanet,2019 General Election,72756,17189,Con Hold,48178
http://data.parliament.uk/resources/1223428,North Tyneside,2019 General Election,78902,9561,Lab Hold,50429
http://data.parliament.uk/resources/1223429,North Warwickshire,2019 General Election,70271,17956,Con Hold,45914
http://data.parliament.uk/resources/1223430,North West Cambridgeshire,2019 General Election,94909,25983,Con Hold,64533
http://data.parliament.uk/resources/1223431,North West Durham,2019 General Election,72166,1144,Con Gain,47663
http://data.parliament.uk/resources/1223432,North West Hampshire,2019 General Election,83083,26308,Con Hold,58918
http://data.parliament.uk/resources/1223433,North West Leicestershire,2019 General Election,78935,20400,Con Hold,53821
http://data.parliament.uk/resources/1223434,North West Norfolk,2019 General Election,72080,19922,Con Hold,46602
http://data.parliament.uk/resources/1223435,North Wiltshire,2019 General Election,73280,17626,Con Hold,54758
http://data.parliament.uk/resources/1223436,Northampton North,2019 General Election,58768,5507,Con Hold,39539
http://data.parliament.uk/resources/1223437,Northampton South,2019 General Election,62163,4697,Con Hold,40835
http://data.parliament.uk/resources/1223438,Norwich North,2019 General Election,67172,4738,Con Hold,46285
http://data.parliament.uk/resources/1223439,Norwich South,2019 General Election,77845,12760,Lab Hold,51673
http://data.parliament.uk/resources/1223440,Nottingham East,2019 General Election,66262,17393,Lab Hold,40004
http://data.parliament.uk/resources/1223441,Nottingham North,2019 General Election,66495,4490,Lab Hold,35320
http://data.parliament.uk/resources/1223442,Nottingham South,2019 General Election,79485,12568,Lab Hold,48134
http://data.parliament.uk/resources/1223443,Nuneaton,2019 General Election,70226,13144,Con Hold,45190
http://data.parliament.uk/resources/1223444,Ogmore,2019 General Election,57581,7805,Lab Hold,35390
http://data.parliament.uk/resources/1223445,Old Bexley and Sidcup,2019 General Election,66104,18952,Con Hold,46145
http://data.parliament.uk/resources/1223446,Oldham East and Saddleworth,2019 General Election,72120,1499,Lab Hold,46164
http://data.parliament.uk/resources/1223447,Oldham West and Royton,2019 General Election,72999,11127,Lab Hold,44434
http://data.parliament.uk/resources/1223448,Orpington,2019 General Election,68877,22378,Con Hold,48721
http://data.parliament.uk/resources/1223449,Oxford East,2019 General Election,78303,17832,Lab Hold,49359
http://data.parliament.uk/resources/1223450,Oxford West and Abingdon,2019 General Election,76951,8943,LD Hold,58824
http://data.parliament.uk/resources/1223451,Pendle,2019 General Election,65292,6186,Con Hold,44460
http://data.parliament.uk/resources/1223452,Penistone and Stocksbridge,2019 General Election,70925,7210,Con Gain,49520
http://data.parliament.uk/resources/1223453,Penrith and The Border,2019 General Election,67555,18519,Con Hold,47824
http://data.parliament.uk/resources/1223454,Peterborough,2019 General Election,72560,2580,Con Gain,47801
http://data.parliament.uk/resources/1223455,"Plymouth, Moor View",2019 General Election,69430,12897,Con Hold,44239
http://data.parliament.uk/resources/1223456,"Plymouth, Sutton and Devonport",2019 General Election,77852,4757,Lab Hold,53176
http://data.parliament.uk/resources/1223457,Pontypridd,2019 General Election,60327,5887,Lab Hold,39060
http://data.parliament.uk/resources/1223458,Poole,2019 General Election,73989,19116,Con Hold,50451
http://data.parliament.uk/resources/1223459,Poplar and Limehouse,2019 General Election,91836,28904,Lab Hold,61276
http://data.parliament.uk/resources/1223460,Portsmouth North,2019 General Election,71299,15780,Con Hold,45910
http://data.parliament.uk/resources/1223461,Portsmouth South,2019 General Election,74186,5363,Lab Hold,47425
http://data.parliament.uk/resources/1223462,Preseli Pembrokeshire,2019 General Election,59606,5062,Con Hold,42419
http://data.parliament.uk/resources/1223463,Preston,2019 General Election,59672,12146,Lab Hold,33790
http://data.parliament.uk/resources/1223464,Pudsey,2019 General Election,73212,3517,Con Hold,54215
http://data.parliament.uk/resources/1223465,Putney,2019 General Election,65556,4774,Lab Gain,50467
http://data.parliament.uk/resources/1223466,Rayleigh and Wickford,2019 General Election,78930,31000,Con Hold,54901
http://data.parliament.uk/resources/1223467,Reading East,2019 General Election,77152,5924,Lab Hold,55918
http://data.parliament.uk/resources/1223468,Reading West,2019 General Election,74137,4117,Con Hold,50392
http://data.parliament.uk/resources/1223469,Redcar,2019 General Election,65864,3527,Con Gain,40842
http://data.parliament.uk/resources/1223470,Redditch,2019 General Election,65391,16036,Con Hold,44067
http://data.parliament.uk/resources/1223471,Reigate,2019 General Election,74242,18310,Con Hold,53156
http://data.parliament.uk/resources/1223472,Rhondda,2019 General Election,50262,11440,Lab Hold,29642
http://data.parliament.uk/resources/1223473,Ribble Valley,2019 General Election,79247,18439,Con Hold,55284
http://data.parliament.uk/resources/1223474,Richmond (Yorks),2019 General Election,82569,27210,Con Hold,57703
http://data.parliament.uk/resources/1223475,Richmond Park,2019 General Election,82699,7766,LD Gain,65067
http://data.parliament.uk/resources/1223476,Rochdale,2019 General Election,78909,9668,Lab Hold,47447
http://data.parliament.uk/resources/1223477,Rochester and Strood,2019 General Election,82056,17072,Con Hold,51926
http://data.parliament.uk/resources/1223478,Rochford and Southend East,2019 General Election,75624,12286,Con Hold,46136
http://data.parliament.uk/resources/1223479,Romford,2019 General Election,72350,17893,Con Hold,47231
http://data.parliament.uk/resources/1223480,Romsey and Southampton North,2019 General Election,68228,10872,Con Hold,51390
http://data.parliament.uk/resources/1223481,Rossendale and Darwen,2019 General Election,72770,9522,Con Hold,48822
http://data.parliament.uk/resources/1223482,Rother Valley,2019 General Election,74804,6318,Con Gain,48698
http://data.parliament.uk/resources/1223483,Rotherham,2019 General Election,61688,3121,Lab Hold,35651
http://data.parliament.uk/resources/1223484,Rugby,2019 General Election,72292,13447,Con Hold,50814
http://data.parliament.uk/resources/1223485,"Ruislip, Northwood and Pinner",2019 General Election,72816,16394,Con Hold,52904
http://data.parliament.uk/resources/1223486,Runnymede and Weybridge,2019 General Election,77196,18270,Con Hold,53289
http://data.parliament.uk/resources/1223487,Rushcliffe,2019 General Election,77047,7643,Con Hold,60505
http://data.parliament.uk/resources/1223488,Rutland and Melton,2019 General Election,82705,26924,Con Hold,58310
http://data.parliament.uk/resources/1223489,Saffron Walden,2019 General Election,87017,27594,Con Hold,63086
http://data.parliament.uk/resources/1223490,Salford and Eccles,2019 General Election,82202,16327,Lab Hold,50632
http://data.parliament.uk/resources/1223491,Salisbury,2019 General Election,74556,19736,Con Hold,53730
http://data.parliament.uk/resources/1223492,Scarborough and Whitby,2019 General Election,74404,10270,Con Hold,49724
http://data.parliament.uk/resources/1223493,Scunthorpe,2019 General Election,61955,6451,Con Gain,37750
http://data.parliament.uk/resources/1223494,Sedgefield,2019 General Election,64325,4513,Con Gain,41566
http://data.parliament.uk/resources/1223495,Sefton Central,2019 General Election,69760,15122,Lab Hold,50880
http://data.parliament.uk/resources/1223496,Selby and Ainsty,2019 General Election,78398,20137,Con Hold,56418
http://data.parliament.uk/resources/1223497,Sevenoaks,2019 General Election,71757,20818,Con Hold,50956
http://data.parliament.uk/resources/1223498,Sheffield Central,2019 General Election,89849,27273,Lab Hold,50913
http://data.parliament.uk/resources/1223499,Sheffield South East,2019 General Election,67832,4289,Lab Hold,41998
http://data.parliament.uk/resources/1223500,"Sheffield, Brightside and Hillsborough",2019 General Election,69333,12274,Lab Hold,39600
http://data.parliament.uk/resources/1223501,"Sheffield, Hallam",2019 General Election,72763,712,Lab Hold,56885
http://data.parliament.uk/resources/1223502,"Sheffield, Heeley",2019 General Election,66940,8520,Lab Hold,42695
http://data.parliament.uk/resources/1223503,Sherwood,2019 General Election,77888,16186,Con Hold,52709
http://data.parliament.uk/resources/1223504,Shipley,2019 General Election,74029,6242,Con Hold,54004
http://data.parliament.uk/resources/1223505,Shrewsbury and Atcham,2019 General Election,82238,11217,Con Hold,59065
http://data.parliament.uk/resources/1223506,Sittingbourne and Sheppey,2019 General Election,83917,24479,Con Hold,51394
http://data.parliament.uk/resources/1223507,Skipton and Ripon,2019 General Election,78673,23694,Con Hold,58724
http://data.parliament.uk/resources/1223508,Sleaford and North Hykeham,2019 General Election,94761,32565,Con Hold,66554
http://data.parliament.uk/resources/1223509,Slough,2019 General Election,86818,13640,Lab Hold,51038
http://data.parliament.uk/resources/1223510,Solihull,2019 General Election,78760,21273,Con Hold,55344
http://data.parliament.uk/resources/1223511,Somerton and Frome,2019 General Election,85866,19213,Con Hold,64896
http://data.parliament.uk/resources/1223512,South Antrim,2019 General Election,71711,2689,DUP Hold,42974
http://data.parliament.uk/resources/1223513,South Basildon and East Thurrock,2019 General Election,74441,19922,Con Hold,45297
http://data.parliament.uk/resources/1223514,South Cambridgeshire,2019 General Election,87288,2904,Con Hold,66929
http://data.parliament.uk/resources/1223515,South Derbyshire,2019 General Election,79331,19335,Con Hold,53381
http://data.parliament.uk/resources/1223516,South Dorset,2019 General Election,73809,17153,Con Hold,51058
http://data.parliament.uk/resources/1223517,South Down,2019 General Election,79175,1620,SF Hold,49762
http://data.parliament.uk/resources/1223518,South East Cambridgeshire,2019 General Election,86769,11490,Con Hold,64385
http://data.parliament.uk/resources/1223519,South East Cornwall,2019 General Election,71825,20971,Con Hold,53655
http://data.parliament.uk/resources/1223520,South Holland and The Deepings,2019 General Election,75975,30838,Con Hold,49179
http://data.parliament.uk/resources/1223521,South Leicestershire,2019 General Election,80520,24004,Con Hold,57469
http://data.parliament.uk/resources/1223522,South Norfolk,2019 General Election,86214,21275,Con Hold,62484
http://data.parliament.uk/resources/1223523,South Northamptonshire,2019 General Election,90842,27761,Con Hold,66908
http://data.parliament.uk/resources/1223524,South Ribble,2019 General Election,75351,11199,Con Hold,53784
http://data.parliament.uk/resources/1223525,South Shields,2019 General Election,62793,9585,Lab Hold,37882
http://data.parliament.uk/resources/1223526,South Staffordshire,2019 General Election,73668,28250,Con Hold,50005
http://data.parliament.uk/resources/1223527,South Suffolk,2019 General Election,76201,22897,Con Hold,53489
http://data.parliament.uk/resources/1223528,South Swindon,2019 General Election,73118,6625,Con Hold,50746
http://data.parliament.uk/resources/1223529,South Thanet,2019 General Election,73223,10587,Con Hold,48257
http://data.parliament.uk/resources/1223530,South West Bedfordshire,2019 General Election,79926,18583,Con Hold,53307
http://data.parliament.uk/resources/1223531,South West Devon,2019 General Election,72535,21430,Con Hold,53367
http://data.parliament.uk/resources/1223532,South West Hertfordshire,2019 General Election,80499,14408,Con Hold,61191
http://data.parliament.uk/resources/1223533,South West Norfolk,2019 General Election,78455,26195,Con Hold,51466
http://data.parliament.uk/resources/1223534,South West Surrey,2019 General Election,79096,8817,Con Hold,60340
http://data.parliament.uk/resources/1223535,South West Wiltshire,2019 General Election,77969,21630,Con Hold,54895
http://data.parliament.uk/resources/1223536,"Southampton, Itchen",2019 General Election,72299,4498,Con Hold,47421
http://data.parliament.uk/resources/1223537,"Southampton, Test",2019 General Election,70116,6213,Lab Hold,44994
http://data.parliament.uk/resources/1223538,Southend West,2019 General Election,69043,14459,Con Hold,46537
http://data.parliament.uk/resources/1223539,Southport,2019 General Election,70837,4147,Con Hold,48180
http://data.parliament.uk/resources/1223540,Spelthorne,2019 General Election,70929,18393,Con Hold,49510
http://data.parliament.uk/resources/1223541,St Albans,2019 General Election,73727,6293,LD Gain,57599
http://data.parliament.uk/resources/1223542,St Austell and Newquay,2019 General Election,79930,16526,Con Hold,55776
http://data.parliament.uk/resources/1223543,St Helens North,2019 General Election,75593,12209,Lab Hold,47561
http://data.parliament.uk/resources/1223544,St Helens South and Whiston,2019 General Election,79061,19122,Lab Hold,50313
http://data.parliament.uk/resources/1223545,St Ives,2019 General Election,68795,4280,Con Hold,51413
http://data.parliament.uk/resources/1223546,Stafford,2019 General Election,72572,14377,Con Hold,51149
http://data.parliament.uk/resources/1223547,Staffordshire Moorlands,2019 General Election,65485,16428,Con Hold,43656
http://data.parliament.uk/resources/1223548,Stalybridge and Hyde,2019 General Election,73064,2946,Lab Hold,42368
http://data.parliament.uk/resources/1223549,Stevenage,2019 General Election,71562,8562,Con Hold,47683
http://data.parliament.uk/resources/1223550,Stockport,2019 General Election,65391,10039,Lab Hold,41715
http://data.parliament.uk/resources/1223551,Stockton North,2019 General Election,66649,1027,Lab Hold,41156
http://data.parliament.uk/resources/1223552,Stockton South,2019 General Election,76870,5260,Con Gain,54802
http://data.parliament.uk/resources/1223553,Stoke-on-Trent Central,2019 General Election,55419,670,Con Gain,32070
http://data.parliament.uk/resources/1223554,Stoke-on-Trent North,2019 General Election,68298,6286,Con Gain,40134
http://data.parliament.uk/resources/1223555,Stoke-on-Trent South,2019 General Election,64491,11271,Con Hold,39604
http://data.parliament.uk/resources/1223556,Stone,2019 General Election,69378,19945,Con Hold,49843
http://data.parliament.uk/resources/1223557,Stourbridge,2019 General Election,69891,13571,Con Hold,45689
http://data.parliament.uk/resources/1223558,Strangford,2019 General Election,66928,7071,DUP Hold,37485
http://data.parliament.uk/resources/1223559,Stratford-on-Avon,2019 General Election,74037,19972,Con Hold,55048
http://data.parliament.uk/resources/1223560,Streatham,2019 General Election,84783,17690,Lab Hold,56513
http://data.parliament.uk/resources/1223561,Stretford and Urmston,2019 General Election,72372,16417,Lab Hold,50067
http://data.parliament.uk/resources/1223562,Stroud,2019 General Election,84537,3840,Con Gain,65930
http://data.parliament.uk/resources/1223563,Suffolk Coastal,2019 General Election,81910,20533,Con Hold,58308
http://data.parliament.uk/resources/1223564,Sunderland Central,2019 General Election,72680,2964,Lab Hold,43476
http://data.parliament.uk/resources/1223565,Surrey Heath,2019 General Election,81349,18349,Con Hold,58654
http://data.parliament.uk/resources/1223566,Sutton and Cheam,2019 General Election,71779,8351,Con Hold,50487
http://data.parliament.uk/resources/1223567,Sutton Coldfield,2019 General Election,75638,19272,Con Hold,52325
http://data.parliament.uk/resources/1223568,Swansea East,2019 General Election,58450,7970,Lab Hold,33579
http://data.parliament.uk/resources/1223569,Swansea West,2019 General Election,57078,8116,Lab Hold,35830
http://data.parliament.uk/resources/1223570,Tamworth,2019 General Election,71572,19634,Con Hold,46056
http://data.parliament.uk/resources/1223571,Tatton,2019 General Election,69018,17387,Con Hold,48967
http://data.parliament.uk/resources/1223572,Taunton Deane,2019 General Election,88676,11700,Con Hold,63733
http://data.parliament.uk/resources/1223573,Telford,2019 General Election,68921,10941,Con Hold,42825
